,ProdTaken,PreferredLoginDevice,CityTier,Occupation,Gender,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,OwnCar,Designation,Age,DurationOfPitch,NumberOfPersonVisited,NumberOfFollowups,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisited,MonthlyIncome
162,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Divorced,No,No,Executive,28.0,27.0,2.0,3.0,2.0,2.0,0.0,17713.0
163,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,57.0,30.0,2.0,2.0,4.0,4.0,1.0,24439.0
164,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,No,Executive,27.0,9.0,3.0,4.0,2.0,2.0,2.0,17566.0
165,No,Self Enquiry,Tier-1,Salaried,Female,King,4 Star,Single,No,Yes,VP,50.0,17.0,2.0,3.0,4.0,5.0,1.0,34926.0
166,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,41.0,20.0,2.0,3.0,5.0,4.0,1.0,17451.0
167,No,Self Enquiry,Tier-3,Salaried,Female,Standard,3 Star,Divorced,No,Yes,Senior Manager,30.0,11.0,2.0,3.0,3.0,4.0,1.0,24419.0
168,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,38.0,6.0,2.0,4.0,5.0,2.0,1.0,23686.0
169,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,32.0,12.0,2.0,3.0,4.0,2.0,1.0,18038.0
170,No,Self Enquiry,Tier-1,Large Business,Male,Multi,4 Star,Divorced,Yes,Yes,Executive,27.0,23.0,2.0,3.0,1.0,4.0,0.0,18058.0
171,Yes,Company Invited,Tier-3,Large Business,Female,Multi,5 Star,Single,No,Yes,Executive,19.0,6.0,3.0,5.0,1.0,3.0,1.0,17325.0
172,No,Company Invited,Tier-1,Small Business,Male,Multi,4 Star,Single,No,Yes,Executive,36.0,9.0,1.0,3.0,5.0,4.0,0.0,17088.0
173,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,5 Star,Married,No,No,Manager,30.0,15.0,3.0,3.0,2.0,2.0,1.0,18072.0
174,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,5 Star,Married,Yes,No,Manager,45.0,10.0,1.0,3.0,5.0,4.0,0.0,20006.0
175,No,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Married,Yes,Yes,Executive,56.0,14.389400163556019,3.0,3.0,5.0,4.0,1.0,26551.367871401424
176,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,33.0,8.0,2.0,3.0,1.0,3.0,1.0,17500.0
177,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,19.0,8.0,2.0,4.0,2.0,5.0,0.0,16102.0
178,No,Self Enquiry,Tier-3,Small Business,Female,Standard,5 Star,Married,No,Yes,Senior Manager,46.0,6.0,3.0,3.0,2.0,2.0,1.0,25453.0
179,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,38.0,15.0,3.0,3.0,2.0,2.0,1.0,17288.0
180,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Divorced,Yes,Yes,Executive,35.176294007705664,18.0,3.0,3.0,1.0,4.0,2.0,21396.987073634722
181,No,Self Enquiry,Tier-1,Small Business,Female,Multi,4 Star,Single,No,Yes,Executive,34.0,33.0,3.0,3.0,3.0,3.0,0.0,17311.0
182,Yes,Self Enquiry,Tier-3,Small Business,Female,Multi,4 Star,Single,Yes,No,Executive,41.0,26.0,3.0,3.0,2.0,4.0,2.0,18140.0
183,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Divorced,No,No,Executive,35.04650365630138,6.0,2.0,4.0,3.0,3.0,0.0,18690.0
184,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,53.0,14.449401665367773,2.0,2.0,2.0,2.0,1.0,25123.70978806913
185,No,Self Enquiry,Tier-1,Small Business,Female,Multi,4 Star,Divorced,No,No,Executive,33.0,20.0,3.0,3.0,2.0,5.0,0.0,17756.0
186,No,Self Enquiry,Tier-1,Small Business,Female,King,3 Star,Divorced,No,No,VP,40.0,10.0,2.0,3.0,2.0,5.0,1.0,34033.0
187,No,Self Enquiry,Tier-1,Small Business,Male,King,4 Star,Single,No,No,VP,55.0,20.0,3.0,2.0,1.0,2.0,2.0,33722.0
188,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Divorced,No,No,Manager,34.0,8.0,2.0,4.0,2.0,4.0,0.0,24547.0
189,No,Self Enquiry,Tier-1,Small Business,Female,Deluxe,4 Star,Single,No,No,AVP,51.0,9.0,3.0,3.0,4.0,5.0,1.0,28734.0
190,No,Self Enquiry,Tier-1,Salaried,Male,King,3 Star,Divorced,No,Yes,VP,52.0,6.0,3.0,4.0,1.0,2.0,1.0,34999.0
191,No,Self Enquiry,Tier-1,Small Business,Female,Multi,4 Star,Single,No,Yes,Executive,27.0,15.0,2.0,3.0,2.0,3.0,0.0,17279.0
192,Yes,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Divorced,Yes,Yes,Manager,35.0,29.0,2.0,4.0,4.0,4.0,1.0,20916.0
193,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,No,Executive,43.0,13.0,2.0,2.0,5.0,4.0,1.0,17089.0
194,No,Company Invited,Tier-1,Small Business,Male,Deluxe,3 Star,Divorced,No,Yes,AVP,45.0,8.0,3.0,4.0,1.0,4.0,0.0,31792.0
195,No,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Divorced,Yes,No,Executive,33.88841085916616,27.0,3.0,2.0,2.0,3.0,2.0,18564.0
196,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,4 Star,Single,No,Yes,Manager,35.0,14.64654890850754,2.0,3.0,6.0,2.0,0.0,20245.411757650785
197,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,42.0,27.0,2.0,3.0,3.0,2.0,0.0,20265.0
198,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Divorced,No,No,Manager,38.0,8.0,2.0,3.0,1.0,2.0,1.0,21553.0
199,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,3 Star,Divorced,No,No,Manager,38.0,35.0,2.0,3.0,4.0,2.0,1.0,21261.0
200,No,Company Invited,Tier-1,Large Business,Male,Super Deluxe,5 Star,Divorced,No,No,Manager,27.0,14.697846915565123,2.0,4.0,6.0,3.0,1.0,18987.70090176168
201,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,49.0,24.0,3.0,3.0,2.0,2.0,1.0,21804.0
202,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,Yes,Executive,36.56328150951235,16.0,2.0,3.0,2.0,3.0,0.0,20777.78810022105
203,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Divorced,Yes,Yes,Manager,40.0,25.0,2.0,3.0,1.0,2.0,1.0,17741.0
204,Yes,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Divorced,Yes,No,Manager,38.0,35.0,3.0,3.0,1.0,3.0,1.0,21673.0
205,Yes,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Divorced,No,Yes,Senior Manager,29.0,33.0,2.0,3.0,2.0,3.0,1.0,22639.0
206,No,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Married,Yes,No,Executive,22.0,11.0,2.0,2.0,2.0,4.0,0.0,17328.0
207,No,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Single,No,Yes,Executive,36.0,24.0,3.0,3.0,2.0,3.0,2.0,17153.0
208,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,40.0,14.666078118377243,3.0,4.0,1.0,5.0,0.0,19876.0
209,No,Self Enquiry,Tier-1,Small Business,Male,Standard,5 Star,Married,No,No,Senior Manager,46.0,6.0,3.0,3.0,1.0,2.0,0.0,24396.0
210,Yes,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Divorced,No,Yes,Senior Manager,32.0,10.0,2.0,5.0,2.0,2.0,1.0,25400.0
211,No,Company Invited,Tier-1,Salaried,Male,Standard,3 Star,Unmarried,No,Yes,Senior Manager,30.0,6.0,2.0,4.0,2.0,5.0,1.0,23474.0
212,No,Company Invited,Tier-3,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,27.0,26.0,2.0,3.0,2.0,2.0,1.0,24981.0
213,No,Self Enquiry,Tier-1,Salaried,Male,Standard,4 Star,Divorced,No,Yes,Senior Manager,51.0,14.0,2.0,4.0,6.0,3.0,1.0,27490.0
214,Yes,Self Enquiry,Tier-1,Large Business,Female,Multi,5 Star,Single,Yes,Yes,Executive,30.0,9.0,2.0,3.0,6.0,4.0,1.0,17657.0
215,No,Self Enquiry,Tier-3,Salaried,Female,Standard,3 Star,Single,Yes,No,Senior Manager,41.0,12.0,3.0,3.0,4.0,2.0,1.0,28591.0
216,Yes,Company Invited,Tier-3,Small Business,Female,Super Deluxe,5 Star,Unmarried,No,No,Manager,30.0,32.0,2.0,4.0,6.0,2.0,1.0,21696.0
217,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Single,No,No,Executive,29.0,6.0,2.0,3.0,1.0,2.0,0.0,17058.0
218,No,Company Invited,Tier-3,Small Business,Female,Standard,3 Star,Unmarried,No,Yes,Senior Manager,45.0,12.0,2.0,4.0,7.0,4.0,0.0,23865.0
219,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,5 Star,Divorced,No,Yes,Manager,54.0,9.0,2.0,3.0,3.0,4.0,1.0,20940.0
220,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,4 Star,Single,No,No,Manager,36.0,11.0,3.0,3.0,1.0,2.0,2.0,20914.0
221,No,Self Enquiry,Tier-1,Small Business,Female,Multi,4 Star,Divorced,No,No,Executive,33.0,10.0,2.0,4.0,7.0,4.0,0.0,17622.0
222,No,Company Invited,Tier-1,Salaried,Male,Standard,3 Star,Married,Yes,No,Senior Manager,37.0,17.0,2.0,3.0,2.0,3.0,1.0,27185.0
223,No,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,38.0,9.0,3.0,3.0,1.0,2.0,1.0,25609.0
224,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,31.0,14.666413677760474,2.0,5.0,1.0,3.0,0.0,20045.91946370984
225,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Divorced,No,No,Executive,59.0,9.0,3.0,4.0,4.0,3.0,1.0,17177.0
226,No,Company Invited,Tier-3,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,37.0,10.0,2.0,3.0,5.0,4.0,0.0,17177.0
227,No,Company Invited,Tier-3,Small Business,Female,Standard,3 Star,Divorced,No,Yes,Senior Manager,29.0,6.0,2.0,3.0,2.0,3.0,0.0,22918.0
228,No,Company Invited,Tier-3,Small Business,Female,Standard,3 Star,Unmarried,No,Yes,Senior Manager,35.0,6.0,3.0,3.0,2.0,5.0,0.0,23789.0
229,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Single,Yes,No,Executive,29.0,24.0,2.0,4.0,2.0,3.0,1.0,17389.0
230,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,No,Executive,52.0,8.0,2.0,4.0,1.0,3.0,0.0,18212.0
231,No,Self Enquiry,Tier-1,Large Business,Male,King,3 Star,Divorced,No,No,VP,42.0,10.0,2.0,3.0,2.0,2.0,1.0,34232.0
232,No,Self Enquiry,Tier-2,Small Business,Male,Multi,3 Star,Divorced,No,Yes,Executive,59.0,12.0,2.0,3.0,1.0,4.0,0.0,17267.0
233,No,Self Enquiry,Tier-3,Small Business,Female,King,3 Star,Married,No,Yes,VP,50.0,6.0,3.0,3.0,4.0,2.0,1.0,34517.0
234,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Divorced,Yes,No,Executive,33.0,20.0,2.0,3.0,6.0,2.0,1.0,17436.0
235,No,Self Enquiry,Tier-3,Small Business,Female,Deluxe,3 Star,Divorced,Yes,No,AVP,43.0,22.0,3.0,3.0,6.0,3.0,1.0,31064.0
236,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Divorced,No,Yes,Executive,33.0,8.0,2.0,3.0,1.0,3.0,0.0,17707.0
237,No,Company Invited,Tier-3,Salaried,Male,King,3 Star,Single,Yes,Yes,VP,52.0,8.0,3.0,4.0,2.0,2.0,2.0,34068.0
238,No,Self Enquiry,Tier-3,Salaried,Female,Multi,4 Star,Divorced,No,Yes,Executive,37.64369542484957,10.0,2.0,3.0,3.0,3.0,0.0,21144.090562323952
239,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,Yes,Yes,Executive,35.57164472355548,6.0,3.0,4.0,1.0,5.0,0.0,21289.190126074158
240,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,No,No,Executive,39.0,6.0,3.0,3.0,1.0,3.0,1.0,17232.0
241,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,32.0,14.650888238155432,3.0,3.0,1.0,4.0,2.0,20625.463008238235
242,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,41.0,25.0,2.0,3.0,3.0,2.0,0.0,18072.0
243,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,40.0,30.0,3.0,3.0,2.0,3.0,1.0,18319.0
244,No,Self Enquiry,Tier-1,Salaried,Male,King,3 Star,Divorced,No,Yes,VP,45.0,6.0,3.0,2.0,1.0,4.0,2.0,34202.0
245,No,Company Invited,Tier-1,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,31.0,9.0,3.0,3.0,1.0,4.0,2.0,28675.0
246,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Divorced,No,No,Executive,33.0,11.0,3.0,4.0,2.0,2.0,2.0,17911.0
247,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,5 Star,Divorced,No,No,Manager,34.0,8.0,2.0,4.0,7.0,4.0,1.0,20957.0
248,No,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Divorced,No,Yes,Executive,37.4385483526044,6.0,2.0,4.0,3.0,4.0,1.0,22010.894806625874
249,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Divorced,No,No,Manager,45.0,13.0,3.0,2.0,5.0,2.0,2.0,21434.0
250,Yes,Company Invited,Tier-1,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,37.0,16.0,3.0,3.0,7.0,3.0,2.0,25048.0
251,No,Company Invited,Tier-1,Large Business,Female,Standard,3 Star,Unmarried,No,Yes,Senior Manager,39.0,8.0,3.0,3.0,1.0,2.0,1.0,25938.0
252,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,29.0,21.0,2.0,3.0,2.0,3.0,0.0,17340.0
253,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,5 Star,Unmarried,Yes,No,Manager,42.0,23.0,2.0,2.0,4.0,2.0,0.0,21545.0
254,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,29.0,26.0,2.0,3.0,3.0,2.0,1.0,21931.0
255,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Divorced,No,Yes,Manager,25.0,14.685595222229452,3.0,3.0,1.0,3.0,1.0,19898.0
256,No,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Married,Yes,Yes,Executive,42.0,8.0,2.0,4.0,1.0,4.0,0.0,17593.0
257,No,Self Enquiry,Tier-1,Small Business,Male,King,3 Star,Married,No,No,VP,40.0,8.0,2.0,3.0,1.0,5.0,0.0,34436.0
258,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Divorced,No,Yes,Executive,51.0,6.0,3.0,3.0,2.0,4.0,0.0,17723.0
259,Yes,Company Invited,Tier-1,Small Business,Male,Multi,4 Star,Single,No,Yes,Executive,32.014148503889515,35.0,3.0,4.0,1.0,3.0,2.0,18479.0
260,No,Company Invited,Tier-1,Salaried,Male,Multi,4 Star,Divorced,No,No,Executive,32.0,13.0,3.0,2.0,2.0,2.0,1.0,17794.0
261,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,38.0,8.0,2.0,4.0,4.0,5.0,1.0,20249.0
262,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,5 Star,Single,No,No,Manager,32.0,8.0,2.0,4.0,5.0,4.0,1.0,17176.0
263,No,Self Enquiry,Tier-3,Large Business,Female,Deluxe,4 Star,Divorced,Yes,Yes,AVP,46.0,8.0,3.0,5.0,4.0,5.0,2.0,31872.0
264,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,Yes,Executive,34.64154466024861,8.0,3.0,3.0,3.0,4.0,1.0,18485.0
265,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,4 Star,Divorced,No,No,Manager,29.0,8.0,3.0,4.0,3.0,4.0,1.0,21644.0
266,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,31.0,29.0,3.0,4.0,1.0,3.0,1.0,20582.0
267,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,36.982223923949945,11.0,2.0,2.0,2.0,5.0,1.0,21243.009732146806
268,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,3 Star,Divorced,Yes,No,AVP,45.0,26.0,3.0,3.0,1.0,3.0,0.0,28496.0
269,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Divorced,No,Yes,Executive,36.0,12.0,2.0,3.0,1.0,5.0,1.0,18210.0
270,No,Self Enquiry,Tier-1,Small Business,Male,King,5 Star,Single,Yes,Yes,VP,55.0,6.0,2.0,3.0,1.0,2.0,0.0,34045.0
271,Yes,Company Invited,Tier-1,Salaried,Male,Standard,4 Star,Divorced,Yes,Yes,Senior Manager,47.0,35.0,2.0,3.0,2.0,3.0,0.0,26849.0
272,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Divorced,No,Yes,Executive,28.0,15.0,3.0,3.0,2.0,2.0,1.0,17070.0
273,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Divorced,No,No,Manager,37.0,12.0,3.0,3.0,5.0,3.0,0.0,21502.0
274,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Single,No,Yes,Executive,21.0,9.0,3.0,4.0,2.0,5.0,1.0,18230.0
275,No,Company Invited,Tier-1,Small Business,Female,Standard,3 Star,Married,Yes,No,Senior Manager,37.0,6.0,1.0,3.0,3.0,3.0,0.0,28603.0
276,No,Self Enquiry,Tier-1,Salaried,Female,Standard,4 Star,Married,No,Yes,Senior Manager,35.0,28.0,3.0,2.0,1.0,5.0,1.0,26996.0
277,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,5 Star,Married,Yes,No,Manager,38.0,13.0,2.0,2.0,2.0,3.0,0.0,20605.0
278,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,No,No,Manager,26.0,6.0,2.0,3.0,2.0,5.0,1.0,21397.0
279,No,Self Enquiry,Tier-1,Salaried,Male,King,4 Star,Married,No,Yes,VP,50.0,10.0,3.0,3.0,4.0,5.0,0.0,34144.0
280,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,3 Star,Divorced,Yes,No,AVP,53.0,9.0,2.0,3.0,4.0,5.0,0.0,32584.0
281,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,42.0,6.0,2.0,3.0,2.0,3.0,0.0,19907.0
282,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Single,No,No,Manager,29.0,14.710477557928655,2.0,3.0,2.0,2.0,0.0,19554.0
283,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,3 Star,Divorced,Yes,Yes,Manager,55.0,26.0,2.0,3.0,4.0,2.0,1.0,20415.0
284,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,5 Star,Divorced,Yes,Yes,Manager,26.0,14.704058480483013,2.0,3.0,2.0,3.0,1.0,19741.0
285,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,37.0,6.0,2.0,3.0,2.0,2.0,1.0,17115.0
286,Yes,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,No,Executive,44.0,30.0,2.0,3.0,4.0,5.0,1.0,18161.0
287,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,No,Manager,38.0,29.0,2.0,3.0,1.0,3.0,0.0,20745.0
288,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Married,Yes,Yes,Executive,26.0,22.0,2.0,3.0,3.0,2.0,1.0,17373.0
289,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,No,Executive,28.0,14.0,3.0,3.0,2.0,4.0,1.0,18310.0
290,No,Company Invited,Tier-1,Salaried,Female,King,5 Star,Single,Yes,No,VP,49.0,16.0,2.0,3.0,1.0,3.0,0.0,33665.0
291,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,4 Star,Single,No,Yes,Manager,36.0,14.716811129448672,1.0,3.0,5.0,2.0,0.0,19485.0
292,No,Company Invited,Tier-3,Small Business,Female,Multi,4 Star,Married,No,No,Executive,31.0,11.0,2.0,3.0,2.0,3.0,1.0,17789.0
293,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Single,Yes,Yes,Manager,26.0,10.0,2.0,4.0,2.0,2.0,1.0,20828.0
294,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Divorced,Yes,No,Executive,37.0,15.0,2.0,3.0,2.0,2.0,0.0,17326.0
295,No,Company Invited,Tier-3,Small Business,Female,Deluxe,4 Star,Divorced,No,Yes,AVP,42.0,32.0,3.0,3.0,6.0,3.0,2.0,28525.0
296,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,18.0,9.0,2.0,3.0,2.0,4.0,0.0,16420.0
297,No,Self Enquiry,Tier-3,Small Business,Male,Standard,4 Star,Divorced,No,Yes,Senior Manager,35.0,22.0,3.0,3.0,1.0,2.0,2.0,23020.0
298,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Divorced,No,No,Executive,37.45145410776301,24.0,2.0,2.0,5.0,5.0,0.0,18688.0
299,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,4 Star,Married,No,No,Manager,51.0,8.0,2.0,5.0,6.0,2.0,0.0,20482.0
300,No,Self Enquiry,Tier-3,Salaried,Male,Deluxe,4 Star,Single,No,Yes,AVP,41.0,8.0,2.0,3.0,2.0,3.0,0.0,31015.0
301,No,Self Enquiry,Tier-3,Small Business,Female,Multi,3 Star,Single,No,Yes,Executive,18.0,16.0,3.0,4.0,2.0,2.0,2.0,16200.0
302,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Single,No,No,Manager,28.0,22.0,3.0,2.0,1.0,5.0,2.0,20661.0
303,No,Self Enquiry,Tier-3,Large Business,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,31.0,13.0,3.0,2.0,5.0,2.0,0.0,21929.0
304,No,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,39.0,6.0,2.0,2.0,1.0,3.0,0.0,24613.0
305,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,4 Star,Divorced,No,No,Manager,36.0,30.0,2.0,3.0,1.0,3.0,0.0,20674.0
306,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Divorced,No,Yes,Manager,32.0,13.0,3.0,4.0,2.0,3.0,2.0,20484.0
307,No,Self Enquiry,Tier-1,Salaried,Female,Standard,4 Star,Divorced,No,Yes,Senior Manager,38.0,31.0,2.0,4.0,4.0,3.0,0.0,27061.0
308,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,58.0,6.0,2.0,5.0,3.0,2.0,1.0,20660.0
309,No,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Divorced,Yes,No,Executive,31.0,14.71143565846684,2.0,3.0,1.0,4.0,1.0,19821.0
310,No,Self Enquiry,Tier-2,Salaried,Male,Super Deluxe,5 Star,Divorced,No,No,Manager,31.0,8.0,3.0,4.0,4.0,3.0,1.0,21410.0
311,No,Company Invited,Tier-1,Salaried,Male,Standard,5 Star,Married,No,Yes,Senior Manager,45.0,13.0,3.0,3.0,2.0,2.0,2.0,20210.0
312,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,Yes,Executive,31.0,8.0,2.0,3.0,1.0,4.0,1.0,17695.0
313,No,Company Invited,Tier-1,Salaried,Female,Standard,4 Star,Divorced,No,Yes,Senior Manager,33.0,11.0,3.0,3.0,7.0,3.0,2.0,26878.0
314,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,5 Star,Divorced,Yes,Yes,AVP,39.0,16.0,2.0,3.0,2.0,3.0,1.0,32068.0
315,No,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Single,No,No,Executive,43.0,16.0,2.0,3.0,1.0,5.0,1.0,17455.0
316,No,Self Enquiry,Tier-1,Large Business,Female,Deluxe,3 Star,Single,Yes,Yes,AVP,49.0,6.0,2.0,4.0,1.0,3.0,0.0,28964.0
317,Yes,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,4 Star,Divorced,No,Yes,Manager,52.0,14.0,2.0,3.0,3.0,2.0,1.0,19941.0
318,No,Self Enquiry,Tier-1,Salaried,Female,Multi,4 Star,Single,Yes,No,Executive,27.0,11.0,2.0,3.0,2.0,3.0,1.0,17478.0
319,No,Self Enquiry,Tier-3,Large Business,Female,Super Deluxe,4 Star,Divorced,Yes,Yes,Manager,32.0,14.0,3.0,4.0,2.0,2.0,0.0,20228.0
320,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Single,Yes,Yes,Manager,27.0,14.735023794595719,3.0,3.0,2.0,4.0,2.0,19342.343449485197
321,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,31.0,13.0,3.0,3.0,5.0,2.0,0.0,22547.0
322,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Single,No,Yes,Manager,32.0,8.0,3.0,3.0,1.0,3.0,2.0,20055.0
323,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Divorced,Yes,Yes,Executive,36.61747708976833,8.0,2.0,5.0,6.0,3.0,0.0,18464.0
324,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Divorced,No,No,Manager,30.0,34.0,3.0,3.0,2.0,3.0,2.0,20775.0
325,No,Company Invited,Tier-1,Salaried,Female,Standard,3 Star,Divorced,No,Yes,Senior Manager,31.0,13.0,2.0,4.0,2.0,2.0,1.0,23943.0
